Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,HBSS_1 Spectral Count,HBSS_2 Spectral Count,HBSS_3 Spectral Count,HBSS_BafA1_1 Spectral Count,HBSS_BafA1_2 Spectral Count,HBSS_BafA1_3 Spectral Count,HBSS_1 Unique Spectral Count,HBSS_2 Unique Spectral Count,HBSS_3 Unique Spectral Count,HBSS_BafA1_1 Unique Spectral Count,HBSS_BafA1_2 Unique Spectral Count,HBSS_BafA1_3 Unique Spectral Count,HBSS_1 Total Spectral Count,HBSS_2 Total Spectral Count,HBSS_3 Total Spectral Count,HBSS_BafA1_1 Total Spectral Count,HBSS_BafA1_2 Total Spectral Count,HBSS_BafA1_3 Total Spectral Count,HBSS_1 Intensity,HBSS_2 Intensity,HBSS_3 Intensity,HBSS_BafA1_1 Intensity,HBSS_BafA1_2 Intensity,HBSS_BafA1_3 Intensity,HBSS_1 MaxLFQ Intensity,HBSS_2 MaxLFQ Intensity,HBSS_3 MaxLFQ Intensity,HBSS_BafA1_1 MaxLFQ Intensity,HBSS_BafA1_2 MaxLFQ Intensity,HBSS_BafA1_3 MaxLFQ Intensity,Indistinguishable Proteins
sp|Q92925|SMRD2_HUMAN,Q92925,SMRD2_HUMAN,SMARCD2,531,Homo sapiens OX=9606,1:Experimental evidence at protein level,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,0.9996,0.999,3,8,7,8,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1.31E+07,1.23E+07,2.80E+07,2.79E+07,3.94E+07,2.72E+07,0,0,1.84E+07,1.75E+07,1.68E+07,1.74E+07,
sp|Q92930|RAB8B_HUMAN,Q92930,RAB8B_HUMAN,RAB8B,207,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ras-related protein Rab-8B,0.9962,0.999,5,6,6,35,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,6,6,6,2655193.2,3205738.8,3514002.5,3543679.5,4393686.5,4093851,0,0,0,0,0,0,
sp|Q92934|BAD_HUMAN,Q92934,BAD_HUMAN,BAD,168,Homo sapiens OX=9606,1:Experimental evidence at protein level,Bcl2-associated agonist of cell death,0.9801,0.999,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.73E+07,3.61E+07,3.33E+07,3.37E+07,3.35E+07,3.25E+07,0,0,0,0,0,0,
sp|Q92945|FUBP2_HUMAN,Q92945,FUBP2_HUMAN,KHSRP,711,Homo sapiens OX=9606,1:Experimental evidence at protein level,Far upstream element-binding protein 2,1,0.999,25,133,133,149,22,23,22,22,23,21,22,23,22,22,23,21,25,25,25,25,25,24,2.47E+09,2.53E+09,2.45E+09,2.63E+09,2.52E+09,2.60E+09,2.86E+08,2.83E+08,2.83E+08,2.93E+08,2.84E+08,2.88E+08,
sp|Q92973|TNPO1_HUMAN,Q92973,TNPO1_HUMAN,TNPO1,898,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transportin-1,1,0.999,18,93,64,93,15,17,14,15,14,18,11,12,10,10,9,12,15,17,14,15,14,18,1.18E+09,1.12E+09,1.25E+09,1.14E+09,1.14E+09,1.24E+09,1.55E+08,1.53E+08,1.63E+08,1.56E+08,1.57E+08,1.60E+08,
sp|Q92974|ARHG2_HUMAN,Q92974,ARHG2_HUMAN,ARHGEF2,986,Homo sapiens OX=9606,1:Experimental evidence at protein level,Rho guanine nucleotide exchange factor 2,0.9751,0.9987,1,2,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3553264,3143543.5,0,0,0,0,0,0,0,0,0,
sp|Q92979|NEP1_HUMAN,Q92979,NEP1_HUMAN,EMG1,244,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribosomal RNA small subunit methyltransferase NEP1,1,0.999,9,45,45,45,7,7,5,8,9,9,7,7,5,8,9,9,7,7,5,8,9,9,6.34E+08,4.38E+08,6.39E+08,6.71E+08,6.62E+08,6.75E+08,1.82E+08,1.85E+08,1.90E+08,1.82E+08,1.86E+08,1.90E+08,
sp|Q92989|CLP1_HUMAN,Q92989,CLP1_HUMAN,CLP1,425,Homo sapiens OX=9606,1:Experimental evidence at protein level,Polyribonucleotide 5'-hydroxyl-kinase Clp1,0.8782,0.9932,1,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.35E+07,1.39E+07,1.38E+07,2.68E+07,1.62E+07,1.62E+07,0,0,0,0,0,0,
sp|Q92990|GLMN_HUMAN,Q92990,GLMN_HUMAN,GLMN,594,Homo sapiens OX=9606,1:Experimental evidence at protein level,Glomulin,0.9979,0.9985,2,7,7,7,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,3784285.5,3893035.8,3697715.2,3713839.5,3638674.5,3913406.8,0,0,0,0,0,0,
sp|Q92994|TF3B_HUMAN,Q92994,TF3B_HUMAN,BRF1,677,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transcription factor IIIB 90 kDa subunit,0.7965,0.9875,1,5,5,5,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,2.41E+07,0,0,0,0,0,0,0,0,
sp|Q93008|USP9X_HUMAN,Q93008,USP9X_HUMAN,USP9X,2554,Homo sapiens OX=9606,1:Experimental evidence at protein level,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,1,0.999,9,21,4,21,3,5,4,1,4,4,1,0,1,0,1,1,3,5,4,1,4,4,5.22E+07,7.32E+07,5.76E+07,7.87E+07,9.98E+07,7.05E+07,2.28E+07,2.29E+07,2.28E+07,2.39E+07,2.44E+07,2.41E+07,
sp|Q93009|UBP7_HUMAN,Q93009,UBP7_HUMAN,USP7,1102,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ubiquitin carboxyl-terminal hydrolase 7,1,0.999,25,128,128,128,22,19,22,20,19,26,22,19,22,20,19,26,22,19,22,20,19,26,7.40E+09,7.34E+09,7.23E+09,7.05E+09,6.72E+09,7.20E+09,6.59E+09,6.43E+09,6.49E+09,6.29E+09,6.29E+09,6.38E+09,
sp|Q93034|CUL5_HUMAN,Q93034,CUL5_HUMAN,CUL5,780,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cullin-5,0.9697,0.9985,1,4,4,4,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,3336099,3416399.5,3459610.5,3003950.5,2938997.2,3488913.5,0,0,0,0,0,0,
sp|Q93050|VPP1_HUMAN,Q93050,VPP1_HUMAN,ATP6V0A1,837,Homo sapiens OX=9606,1:Experimental evidence at protein level,V-type proton ATPase 116 kDa subunit a1,1,0.9988,2,3,3,3,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,3.40E+07,3.26E+07,3.26E+07,3.40E+07,3.46E+07,3.44E+07,1.97E+07,1.91E+07,1.92E+07,1.99E+07,2.02E+07,2.02E+07,
sp|Q93052|LPP_HUMAN,Q93052,LPP_HUMAN,LPP,612,Homo sapiens OX=9606,1:Experimental evidence at protein level,Lipoma-preferred partner,1,0.999,4,14,14,14,4,3,1,2,2,2,4,3,1,2,2,2,4,3,1,2,2,2,4.70E+07,8.91E+07,8.82E+07,4.26E+07,8.89E+07,7.00E+07,4.26E+07,3.88E+07,3.74E+07,3.96E+07,3.82E+07,3.81E+07,
sp|Q93062|RBPMS_HUMAN,Q93062,RBPMS_HUMAN,RBPMS,196,Homo sapiens OX=9606,1:Experimental evidence at protein level,RNA-binding protein with multiple splicing,1,0.999,3,20,20,20,3,3,3,4,3,4,3,3,3,4,3,4,3,3,3,4,3,4,2.50E+07,3.72E+07,4.32E+07,4.35E+07,2.01E+07,4.19E+07,1.52E+07,1.52E+07,1.76E+07,1.56E+07,1.57E+07,1.49E+07,
sp|Q93063|EXT2_HUMAN,Q93063,EXT2_HUMAN,EXT2,718,Homo sapiens OX=9606,1:Experimental evidence at protein level,Exostosin-2,0.6423,0.9733,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.96E+07,0,2.16E+07,1.96E+07,1.87E+07,1.96E+07,0,0,0,0,0,0,
sp|Q93074|MED12_HUMAN,Q93074,MED12_HUMAN,MED12,2177,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mediator of RNA polymerase II transcription subunit 12,0.9768,0.9988,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3047252,3430823.5,3674848.5,3601615.5,3784156.5,3809613.2,0,0,0,0,0,0,
sp|Q93100|KPBB_HUMAN,Q93100,KPBB_HUMAN,PHKB,1093,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphorylase b kinase regulatory subunit beta,0.9801,0.999,1,4,4,4,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,6769868,6246613,6652322,6430351,6819025.5,6970643.5,0,0,0,0,0,0,
sp|Q969E2|SCAM4_HUMAN,Q969E2,SCAM4_HUMAN,SCAMP4,229,Homo sapiens OX=9606,1:Experimental evidence at protein level,Secretory carrier-associated membrane protein 4,0.9649,0.9982,1,3,3,3,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,6718897,7493427,6584558.5,0,0,6432487,0,0,0,0,0,0,
sp|Q969F1|TF3C6_HUMAN,Q969F1,TF3C6_HUMAN,GTF3C6,213,Homo sapiens OX=9606,1:Experimental evidence at protein level,General transcription factor 3C polypeptide 6,0.9795,0.999,1,4,4,4,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,8784451,0,0,0,0,0,0,0,0,0,
sp|Q969F9|HPS3_HUMAN,Q969F9,HPS3_HUMAN,HPS3,1004,Homo sapiens OX=9606,1:Experimental evidence at protein level,Hermansky-Pudlak syndrome 3 protein,0.9585,0.9979,1,2,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1782637,0,2125869.8,0,0,0,0,0,0,0,
sp|Q969G3|SMCE1_HUMAN,Q969G3,SMCE1_HUMAN,SMARCE1,411,Homo sapiens OX=9606,1:Experimental evidence at protein level,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,1,0.999,5,18,18,22,2,2,3,3,5,3,2,2,3,3,5,3,2,3,4,3,6,4,1.19E+08,1.19E+08,1.48E+08,1.26E+08,2.07E+08,9.85E+07,6.17E+07,6.31E+07,6.30E+07,5.40E+07,6.10E+07,6.70E+07,
sp|Q969G5|CAVN3_HUMAN,Q969G5,CAVN3_HUMAN,CAVIN3,261,Homo sapiens OX=9606,1:Experimental evidence at protein level,Caveolae-associated protein 3,1,0.999,4,22,22,22,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,2.75E+08,2.88E+08,2.84E+08,3.00E+08,2.96E+08,2.61E+08,9.62E+07,9.50E+07,9.84E+07,9.84E+07,1.00E+08,9.05E+07,
sp|Q969H6|POP5_HUMAN,Q969H6,POP5_HUMAN,POP5,163,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribonuclease P/MRP protein subunit POP5,0.9792,0.999,1,5,5,5,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2.41E+07,2.42E+07,2.40E+07,2.68E+07,2.98E+07,2.67E+07,0,0,0,0,0,0,
sp|Q969H8|MYDGF_HUMAN,Q969H8,MYDGF_HUMAN,MYDGF,173,Homo sapiens OX=9606,1:Experimental evidence at protein level,Myeloid-derived growth factor,1,0.999,5,34,34,34,7,4,4,8,7,4,7,4,4,8,7,4,7,4,4,8,7,4,4.85E+08,4.41E+08,4.39E+08,5.03E+08,5.34E+08,4.34E+08,2.56E+08,2.53E+08,2.56E+08,2.57E+08,2.62E+08,2.59E+08,
sp|Q969J3|BORC5_HUMAN,Q969J3,BORC5_HUMAN,BORCS5,196,Homo sapiens OX=9606,1:Experimental evidence at protein level,BLOC-1-related complex subunit 5,0.9999,0.9977,2,5,5,5,2,0,1,0,1,1,2,0,1,0,1,1,2,0,1,0,1,1,4997597.5,4995989,5506799.5,4459563,4540497.5,4870433.5,0,0,0,0,0,0,
sp|Q969M3|YIPF5_HUMAN,Q969M3,YIPF5_HUMAN,YIPF5,257,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein YIPF5,1,0.999,2,8,8,8,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,4.47E+07,2.71E+07,4.71E+07,4.58E+07,2.21E+07,4.50E+07,2.47E+07,0,2.62E+07,2.54E+07,0,2.51E+07,
sp|Q969N2|PIGT_HUMAN,Q969N2,PIGT_HUMAN,PIGT,578,Homo sapiens OX=9606,1:Experimental evidence at protein level,GPI transamidase component PIG-T,1,0.999,4,16,16,16,3,3,1,2,3,4,3,3,1,2,3,4,3,3,1,2,3,4,7.47E+07,9.54E+07,7.14E+07,7.33E+07,6.77E+07,1.04E+08,3.34E+07,3.53E+07,3.14E+07,3.30E+07,2.97E+07,3.56E+07,
sp|Q969Q5|RAB24_HUMAN,Q969Q5,RAB24_HUMAN,RAB24,203,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ras-related protein Rab-24,0.9745,0.9987,1,5,5,5,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,7538861,7979741,7305554,6757326,6664571,6867779,0,0,0,0,0,0,
sp|Q969S3|ZN622_HUMAN,Q969S3,ZN622_HUMAN,ZNF622,477,Homo sapiens OX=9606,1:Experimental evidence at protein level,Zinc finger protein 622,1,0.999,3,11,11,11,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2.37E+07,3.61E+07,2.55E+07,3.93E+07,3.31E+07,2.28E+07,2.09E+07,2.50E+07,2.48E+07,2.72E+07,2.18E+07,2.09E+07,
sp|Q969S9|RRF2M_HUMAN,Q969S9,RRF2M_HUMAN,GFM2,779,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Ribosome-releasing factor 2, mitochondrial",1,0.999,2,11,11,11,2,2,3,1,1,2,2,2,3,1,1,2,2,2,3,1,1,2,5019239,4167318,4742599.5,5553536,2.68E+07,2.54E+07,0,0,0,0,2.15E+07,2.00E+07,
sp|Q969T9|WBP2_HUMAN,Q969T9,WBP2_HUMAN,WBP2,261,Homo sapiens OX=9606,1:Experimental evidence at protein level,WW domain-binding protein 2,0.9992,0.999,2,7,7,7,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,4.64E+07,5.20E+07,2.15E+07,5.50E+07,5.47E+07,5.63E+07,2.59E+07,2.89E+07,0,3.03E+07,3.02E+07,3.13E+07,
sp|Q969U7|PSMG2_HUMAN,Q969U7,PSMG2_HUMAN,PSMG2,264,Homo sapiens OX=9606,1:Experimental evidence at protein level,Proteasome assembly chaperone 2,0.9993,0.9985,2,6,6,6,1,0,0,2,2,1,1,0,0,2,2,1,1,0,0,2,2,1,6.61E+07,2.55E+07,6.41E+07,6.39E+07,5.74E+07,6.23E+07,4.19E+07,0,4.03E+07,4.01E+07,3.60E+07,3.92E+07,
sp|Q969V3|NCLN_HUMAN,Q969V3,NCLN_HUMAN,NCLN,563,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nicalin,1,0.999,12,56,56,56,11,8,8,8,11,10,11,8,8,8,11,10,11,8,8,8,11,10,3.37E+08,2.80E+08,3.04E+08,3.63E+08,3.20E+08,3.52E+08,9.08E+07,9.10E+07,9.42E+07,9.29E+07,9.30E+07,8.94E+07,
sp|Q969V5|MUL1_HUMAN,Q969V5,MUL1_HUMAN,MUL1,352,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial ubiquitin ligase activator of NFKB 1,0.9794,0.999,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q969X5|ERGI1_HUMAN,Q969X5,ERGI1_HUMAN,ERGIC1,290,Homo sapiens OX=9606,1:Experimental evidence at protein level,Endoplasmic reticulum-Golgi intermediate compartment protein 1,1,0.999,8,36,36,36,5,4,8,5,7,7,5,4,8,5,7,7,5,4,8,5,7,7,2.35E+08,2.50E+08,2.13E+08,2.62E+08,2.54E+08,1.86E+08,4.62E+07,5.08E+07,4.87E+07,5.21E+07,4.80E+07,4.56E+07,
sp|Q969X6|UTP4_HUMAN,Q969X6,UTP4_HUMAN,UTP4,686,Homo sapiens OX=9606,1:Experimental evidence at protein level,U3 small nucleolar RNA-associated protein 4 homolog,1,0.999,13,45,45,45,7,8,7,5,10,8,7,8,7,5,10,8,7,8,7,5,10,8,2.92E+08,2.95E+08,2.58E+08,2.62E+08,2.52E+08,2.42E+08,5.87E+07,5.99E+07,5.81E+07,5.93E+07,5.82E+07,5.51E+07,
sp|Q969Z0|FAKD4_HUMAN,Q969Z0,FAKD4_HUMAN,TBRG4,631,Homo sapiens OX=9606,1:Experimental evidence at protein level,FAST kinase domain-containing protein 4,1,0.999,12,75,75,75,12,13,13,12,14,11,12,13,13,12,14,11,12,13,13,12,14,11,5.63E+08,4.90E+08,5.43E+08,5.71E+08,5.51E+08,4.31E+08,1.20E+08,1.17E+08,1.17E+08,1.17E+08,1.17E+08,1.15E+08,
sp|Q96A00|PP14A_HUMAN,Q96A00,PP14A_HUMAN,PPP1R14A,147,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein phosphatase 1 regulatory subunit 14A,0.9999,0.9987,2,12,12,12,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,3.26E+07,3.41E+07,3.04E+07,3.32E+07,2.80E+07,3.00E+07,2.88E+07,3.24E+07,2.92E+07,2.67E+07,2.56E+07,2.90E+07,
sp|Q96A26|F162A_HUMAN,Q96A26,F162A_HUMAN,FAM162A,154,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein FAM162A,1,0.999,4,13,13,13,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2.40E+08,1.41E+08,2.41E+08,2.27E+08,2.41E+08,2.27E+08,1.03E+08,1.06E+08,1.03E+08,1.06E+08,1.04E+08,1.05E+08,
sp|Q96A33|CCD47_HUMAN,Q96A33,CCD47_HUMAN,CCDC47,483,Homo sapiens OX=9606,1:Experimental evidence at protein level,PAT complex subunit CCDC47,1,0.999,12,55,55,55,10,9,9,8,10,9,10,9,9,8,10,9,10,9,9,8,10,9,5.14E+08,5.18E+08,5.89E+08,5.50E+08,6.13E+08,5.66E+08,1.19E+08,1.19E+08,1.17E+08,1.15E+08,1.14E+08,1.16E+08,
sp|Q96A35|RM24_HUMAN,Q96A35,RM24_HUMAN,MRPL24,216,Homo sapiens OX=9606,1:Experimental evidence at protein level,"39S ribosomal protein L24, mitochondrial",1,0.999,5,20,20,20,2,4,5,3,2,4,2,4,5,3,2,4,2,4,5,3,2,4,8.19E+07,9.24E+07,1.23E+08,1.05E+08,1.25E+08,1.04E+08,4.04E+07,4.05E+07,4.11E+07,4.25E+07,3.79E+07,4.12E+07,
sp|Q96A46|MFRN2_HUMAN,Q96A46,MFRN2_HUMAN,SLC25A28,364,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Mitoferrin-2,0.7158,0.9808,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q96A49|SYAP1_HUMAN,Q96A49,SYAP1_HUMAN,SYAP1,352,Homo sapiens OX=9606,1:Experimental evidence at protein level,Synapse-associated protein 1,1,0.999,5,22,22,22,3,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,3,4,7.97E+07,1.41E+08,1.20E+08,1.28E+08,1.78E+08,1.32E+08,5.28E+07,5.24E+07,5.40E+07,4.72E+07,5.07E+07,4.89E+07,
sp|Q96A57|TM230_HUMAN,Q96A57,TM230_HUMAN,TMEM230,120,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transmembrane protein 230,1,0.9989,2,11,11,11,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,8.36E+07,8.40E+07,8.28E+07,8.33E+07,8.31E+07,8.43E+07,7.50E+07,7.21E+07,7.10E+07,7.32E+07,7.46E+07,7.35E+07,
sp|Q96A65|EXOC4_HUMAN,Q96A65,EXOC4_HUMAN,EXOC4,974,Homo sapiens OX=9606,1:Experimental evidence at protein level,Exocyst complex component 4,0.9801,0.999,1,5,5,5,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,8148389,7563333.5,7925703.5,7711868.5,9087293,8309392.5,0,0,0,0,0,0,
sp|Q96A72|MGN2_HUMAN,Q96A72,MGN2_HUMAN,MAGOHB,148,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein mago nashi homolog 2,1,0.999,5,19,5,19,3,4,4,3,2,3,1,1,1,1,0,1,3,4,4,3,2,3,6.83E+08,6.72E+08,6.80E+08,6.63E+08,6.76E+08,6.72E+08,2.99E+08,2.91E+08,3.00E+08,2.90E+08,2.96E+08,2.98E+08,
sp|Q96AA3|RFT1_HUMAN,Q96AA3,RFT1_HUMAN,RFT1,541,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein RFT1 homolog,0.9999,0.9982,3,3,3,3,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,3.52E+07,6.35E+07,3.68E+07,4.10E+07,6.93E+07,2.89E+07,2.52E+07,2.80E+07,2.53E+07,2.96E+07,2.99E+07,0,
sp|Q96AB3|ISOC2_HUMAN,Q96AB3,ISOC2_HUMAN,ISOC2,205,Homo sapiens OX=9606,1:Experimental evidence at protein level,Isochorismatase domain-containing protein 2,1,0.999,6,27,27,27,4,3,3,5,4,8,4,3,3,5,4,8,4,3,3,5,4,8,7.45E+07,6.93E+07,6.95E+07,7.07E+07,7.52E+07,8.34E+07,2.27E+07,2.45E+07,2.48E+07,2.43E+07,2.49E+07,2.59E+07,
sp|Q96AC1|FERM2_HUMAN,Q96AC1,FERM2_HUMAN,FERMT2,680,Homo sapiens OX=9606,1:Experimental evidence at protein level,Fermitin family homolog 2,1,0.999,5,9,9,9,1,1,2,0,4,1,1,1,2,0,4,1,1,1,2,0,4,1,5.96E+07,5.55E+07,5.98E+07,5.97E+07,5.54E+07,4.64E+07,3.37E+07,3.13E+07,3.26E+07,2.76E+07,2.58E+07,3.36E+07,
sp|Q96AE4|FUBP1_HUMAN,Q96AE4,FUBP1_HUMAN,FUBP1,644,Homo sapiens OX=9606,1:Experimental evidence at protein level,Far upstream element-binding protein 1,1,0.999,22,155,125,155,26,27,27,26,24,25,20,22,22,21,20,20,26,27,27,26,24,25,3.01E+09,2.82E+09,3.01E+09,3.01E+09,2.97E+09,3.01E+09,3.15E+08,3.13E+08,3.15E+08,3.16E+08,3.18E+08,3.17E+08,
sp|Q96AG4|LRC59_HUMAN,Q96AG4,LRC59_HUMAN,LRRC59,307,Homo sapiens OX=9606,1:Experimental evidence at protein level,Leucine-rich repeat-containing protein 59,1,0.999,13,83,83,83,13,14,14,14,14,14,13,14,14,14,14,14,13,14,14,14,14,14,2.87E+09,2.88E+09,2.96E+09,2.82E+09,2.97E+09,2.96E+09,5.99E+08,6.19E+08,6.28E+08,6.04E+08,6.33E+08,6.18E+08,
sp|Q96AK3|ABC3D_HUMAN,Q96AK3,ABC3D_HUMAN,APOBEC3D,386,Homo sapiens OX=9606,1:Experimental evidence at protein level,DNA dC->dU-editing enzyme APOBEC-3D,0.654,0.9746,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5601215.5,5544347.5,0,0,0,0,0,0,sp|Q9UH17|ABC3B_HUMAN
sp|Q96AQ6|PBIP1_HUMAN,Q96AQ6,PBIP1_HUMAN,PBXIP1,731,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pre-B-cell leukemia transcription factor-interacting protein 1,1,0.999,2,10,10,10,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,8131236.5,8834312,8068768,8187958,8588982,9212977,5784316.5,6610132.5,5935528,5896313.5,6208901,6622992.5,
sp|Q96AT9|RPE_HUMAN,Q96AT9,RPE_HUMAN,RPE,228,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribulose-phosphate 3-epimerase,0.98,0.999,1,3,3,3,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,3328587.2,2461872.8,3074530.2,3081221.8,0,0,0,0,0,0,0,
sp|Q96AX1|VP33A_HUMAN,Q96AX1,VP33A_HUMAN,VPS33A,596,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vacuolar protein sorting-associated protein 33A,0.998,0.998,2,3,3,3,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,1.72E+07,1.51E+07,1.64E+07,2.31E+07,2.17E+07,2.00E+07,0,0,0,0,0,0,
sp|Q96AY3|FKB10_HUMAN,Q96AY3,FKB10_HUMAN,FKBP10,582,Homo sapiens OX=9606,1:Experimental evidence at protein level,Peptidyl-prolyl cis-trans isomerase FKBP10,1,0.999,10,42,37,42,7,6,7,8,7,7,6,5,6,7,7,6,7,6,7,8,7,7,1.20E+09,3.26E+08,3.02E+08,3.27E+08,3.30E+08,3.13E+08,1.24E+08,1.26E+08,1.19E+08,1.22E+08,1.27E+08,1.21E+08,
sp|Q96B26|EXOS8_HUMAN,Q96B26,EXOS8_HUMAN,EXOSC8,276,Homo sapiens OX=9606,1:Experimental evidence at protein level,Exosome complex component RRP43,1,0.999,4,19,19,19,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,1.20E+08,1.19E+08,1.67E+08,1.69E+08,1.20E+08,1.77E+08,7.36E+07,7.30E+07,7.29E+07,7.34E+07,7.42E+07,7.34E+07,
sp|Q96B36|AKTS1_HUMAN,Q96B36,AKTS1_HUMAN,AKT1S1,256,Homo sapiens OX=9606,1:Experimental evidence at protein level,Proline-rich AKT1 substrate 1,1,0.999,2,11,11,11,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1.15E+07,1.29E+07,1.33E+07,1.24E+07,1.16E+07,1.22E+07,7685365,8861492,9034967,8119225,7896794.5,8064251,
sp|Q96B49|TOM6_HUMAN,Q96B49,TOM6_HUMAN,TOMM6,74,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial import receptor subunit TOM6 homolog,1,0.999,2,16,16,16,3,2,3,2,4,2,3,2,3,2,4,2,3,2,3,2,4,2,1.48E+08,1.50E+08,1.65E+08,1.29E+08,1.56E+08,1.43E+08,8.11E+07,8.42E+07,9.24E+07,7.14E+07,8.65E+07,7.98E+07,
sp|Q96B97|SH3K1_HUMAN,Q96B97,SH3K1_HUMAN,SH3KBP1,665,Homo sapiens OX=9606,1:Experimental evidence at protein level,SH3 domain-containing kinase-binding protein 1,1,0.999,8,41,41,41,8,6,6,6,7,8,8,6,6,6,7,8,8,6,6,6,7,8,2.40E+08,1.66E+08,1.58E+08,1.66E+08,1.57E+08,2.62E+08,6.92E+07,6.99E+07,6.64E+07,6.94E+07,6.60E+07,6.63E+07,
sp|Q96BF6|NACC2_HUMAN,Q96BF6,NACC2_HUMAN,NACC2,587,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nucleus accumbens-associated protein 2,0.9794,0.999,1,3,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.55E+07,1.93E+07,2.22E+07,2.31E+07,2.13E+07,2.30E+07,0,0,0,0,0,0,sp|Q96RE7|NACC1_HUMAN
